u,v,key,name,highway,length,speed_kph,travel_time,geometry,travel_time_min
42009552,42009003,0,Pattonstraat,residential,60.01475313065259,30.0,7.2017703756783105,"LINESTRING (5.996998 50.8724694, 5.9965059 50.8722007, 5.9963421 50.8721234)",0.12002950626130518
42009675,42010589,0,John F. Kennedylaan,tertiary,98.5557583652059,50.0,7.096014602294825,"LINESTRING (5.992011 50.8725254, 5.9921064 50.8725785, 5.9921923 50.8726261, 5.9923946 50.8727361, 5.9929923 50.8730495, 5.9930819 50.8730988)",0.11826691003824709
42009675,42004660,0,John F. Kennedylaan,tertiary,593.8536989189299,50.0,42.757466322162955,"LINESTRING (5.992011 50.8725254, 5.9918177 50.8724069, 5.9915734 50.8722485, 5.9912348 50.8719878, 5.9908896 50.8716967, 5.9904779 50.871282, 5.9902402 50.8710034, 5.9899781 50.8706924, 5.9898805 50.8705869, 5.9897647 50.8704841, 5.9896488 50.8703941, 5.989519 50.8703056, 5.989392 50.8702261, 5.9892531 50.8701494, 5.9890632 50.8700586, 5.988855 50.8699725, 5.9886984 50.8699193, 5.9885353 50.8698681, 5.9884101 50.8698335, 5.9882721 50.8698003, 5.9881393 50.8697738, 5.988 50.86975, 5.9857068 50.8694236)",0.712624438702716
42009675,42007767,0,Zandweg,unclassified | residential,157.32260656357124,40.0,14.159034590721411,"LINESTRING (5.992011 50.8725254, 5.9921148 50.872461, 5.99218 50.8724165, 5.9921898 50.8724034, 5.9921952 50.8723868, 5.9921946 50.8723704, 5.9921897 50.8723559, 5.9921848 50.872343, 5.9921767 50.872327, 5.992158 50.8723029, 5.9921276 50.8722771, 5.9915646 50.8719293, 5.9915149 50.871886, 5.9914893 50.8718447, 5.9914868 50.8717822, 5.99166 50.87154, 5.9917353 50.8713587)",0.23598390984535686
42009714,728752783,0,Henri Dunantstraat,unclassified,755.1023113812648,40.0,67.95920802431384,"LINESTRING (5.9724355 50.8725895, 5.97276 50.8724, 5.97308 50.87212, 5.9731059 50.8720883, 5.973504 50.8716013, 5.9735388 50.8715596, 5.9738316 50.8712084, 5.9740275 50.8709735, 5.9743808 50.870564, 5.9744402 50.8704965, 5.9745021 50.8704261, 5.9746476 50.870249, 5.9750253 50.8698229, 5.9751889 50.8696154, 5.9752071 50.8695923, 5.9754048 50.8693557, 5.975542 50.8691835, 5.9758476 50.8687929, 5.9761552 50.8684195, 5.9763386 50.8682309, 5.9764855 50.8680485, 5.9766162 50.8678941, 5.9766886 50.8678229, 5.9767768 50.8677631, 5.976859 50.8677193, 5.9770842 50.8676274, 5.97725 50.867551, 5.97745 50.86742, 5.9775896 50.8672794, 5.9777693 50.8668812, 5.9778091 50.866793)",1.1326534670718973
42009714,42010403,0,Tichelbeekstraat,unclassified,501.21131409428494,50.0,36.08721461478852,"LINESTRING (5.9724355 50.8725895, 5.9726049 50.8727105, 5.97291 50.87293, 5.9730502 50.8730139, 5.9731923 50.8730778, 5.9733445 50.8731431, 5.9735095 50.8731954, 5.9737636 50.8732553, 5.9740281 50.8732918, 5.9742867 50.8733111, 5.9745622 50.873305, 5.9748231 50.8732776, 5.9750678 50.8732395, 5.9761127 50.8729874, 5.9763667 50.8729252, 5.9769227 50.8727875, 5.9769531 50.8727804, 5.9771948 50.8727306, 5.9774414 50.8726947, 5.9777881 50.8726889, 5.9778542 50.8726942, 5.977994 50.8727055, 5.9781176 50.8727152, 5.9782653 50.8727396, 5.9785198 50.8728108, 5.9787206 50.8728949, 5.9788958 50.8729727)",0.601453576913142
42009714,42007585,0,Tichelbeekstraat,unclassified,218.2874961708346,50.0,15.716699724300092,"LINESTRING (5.9724355 50.8725895, 5.9722527 50.8724497, 5.9717022 50.8720296, 5.9714501 50.8718373, 5.9712657 50.8717103, 5.9712112 50.8716763, 5.9711356 50.8716249, 5.9710894 50.8715973, 5.9703669 50.8712674, 5.9702452 50.8712141)",0.26194499540500155
42009809,42009935,0,Akkerhof,living_street,40.58984026442386,15.0,9.741561663461727,"LINESTRING (6.0089608 50.8725743, 6.0089917 50.8725747, 6.0090372 50.8725833, 6.0093304 50.872645, 6.0094469 50.872668, 6.0095019 50.8726942)",0.16235936105769547
42009842,42010724,0,Klaverstraat,residential,64.59123444473971,30.0,7.750948133368766,"LINESTRING (5.9624853 50.8726044, 5.9620927 50.8731298)",0.12918246888947943
42009842,42008785,0,De Thun,residential,179.74957255598525,30.0,21.569948706718233,"LINESTRING (5.9624853 50.8726044, 5.9616346 50.8723069, 5.9608921 50.8721082, 5.9603013 50.871959, 5.9601676 50.8719217)",0.35949914511197056
42009842,42010067,0,De Thun,residential,183.61806895849406,30.0,22.034168275019287,"LINESTRING (5.9624853 50.8726044, 5.9625336 50.8726214, 5.9634423 50.8729415, 5.96377 50.8730517, 5.9638362 50.8730616, 5.9639038 50.8730663, 5.9639719 50.8730655, 5.9640392 50.8730594, 5.9641217 50.8730441, 5.9641993 50.8730208, 5.96427 50.87299, 5.9647073 50.8727131)",0.3672361379169881
42009858,42010390,0,Lange Weienstraat,living_street,79.38647294689885,15.0,19.052753507255723,"LINESTRING (5.9837818 50.8726211, 5.9841549 50.872733, 5.9842869 50.8727562, 5.9843831 50.8727949, 5.9845105 50.8728419, 5.9847906 50.872939)",0.3175458917875954
42009858,42009408,0,Lange Weienstraat,living_street,83.51753614708389,15.0,20.044208675300133,"LINESTRING (5.9837818 50.8726211, 5.9831786 50.872483, 5.9826523 50.8723854)",0.33407014458833556
42009858,42012085,0,Veldjen | Piet Malherbestraat,living_street,154.39350015315858,15.0,37.05444003675806,"LINESTRING (5.9837818 50.8726211, 5.9836186 50.8728994, 5.9835578 50.8729437, 5.9833965 50.873219, 5.9833737 50.8733304, 5.9833107 50.8734407, 5.9832756 50.8734607, 5.9832357 50.8734705, 5.9832001 50.8734843, 5.9831829 50.8735014, 5.9830208 50.8738949)",0.6175740006126343
42009885,42010048,0,De Mullender,residential,48.43133894597162,30.0,5.811760673516594,"LINESTRING (5.965917 50.8726243, 5.9660346 50.8726415, 5.9665894 50.8727226)",0.09686267789194324
42009885,42011397,0,John F. Kennedylaan,tertiary,97.72724150328389,50.0,7.036361388236441,"LINESTRING (5.965917 50.8726243, 5.96587 50.872746, 5.9656179 50.873399, 5.9655873 50.8734782)",0.11727268980394068
42009907,42009935,0,Akkerhof,living_street,20.689014572345343,15.0,4.965363497362882,"LINESTRING (6.0097694 50.8726487, 6.0096844 50.8726419, 6.0096433 50.8726428, 6.0096015 50.8726475, 6.0095495 50.8726643, 6.0095019 50.8726942)",0.08275605828938137
42009907,42010460,0,Egstraat,residential,69.51247567740924,30.0,8.34149708128911,"LINESTRING (6.0097694 50.8726487, 6.0097589 50.8726943, 6.0097561 50.8727419, 6.0097679 50.8727935, 6.0098025 50.8728483, 6.0098472 50.8728871, 6.009907 50.8729175, 6.0099624 50.8729365, 6.0103939 50.8730175)",0.1390249513548185
42009907,2988596356,0,Egstraat,residential,91.5326832417434,30.0,10.983921989009207,"LINESTRING (6.0097694 50.8726487, 6.0098455 50.8723061, 6.0099017 50.8720117, 6.0099117 50.8719556, 6.0099221 50.8719062, 6.0099506 50.871834)",0.18306536648348679
42009935,42009809,0,Akkerhof,living_street,40.58984026442386,15.0,9.741561663461727,"LINESTRING (6.0095019 50.8726942, 6.0094469 50.872668, 6.0093304 50.872645, 6.0090372 50.8725833, 6.0089917 50.8725747, 6.0089608 50.8725743)",0.16235936105769547
42009935,42010237,0,Akkerhof,living_street,17.797350943904853,15.0,4.271364226537165,"LINESTRING (6.0095019 50.8726942, 6.0094614 50.8727272, 6.0094019 50.8728394)",0.07118940377561941
42009935,42009907,0,Akkerhof,living_street,20.68901457234534,15.0,4.9653634973628815,"LINESTRING (6.0095019 50.8726942, 6.0095495 50.8726643, 6.0096015 50.8726475, 6.0096433 50.8726428, 6.0096844 50.8726419, 6.0097694 50.8726487)",0.08275605828938136
42009969,42010983,0,Vrusschemigerweg,residential,67.46206149367758,30.0,8.095447379241309,"LINESTRING (5.9893804 50.8726955, 5.9896785 50.8732723)",0.13492412298735515
42009969,42008678,0,Vrusschemigerweg,residential,86.22622881236555,30.0,10.347147457483866,"LINESTRING (5.9893804 50.8726955, 5.9890489 50.8719488)",0.1724524576247311
42009969,42012414,0,Putstraat,living_street,197.56849787534824,15.0,47.41643949008358,"LINESTRING (5.9893804 50.8726955, 5.98906 50.87276, 5.9888973 50.8728443, 5.9888824 50.872852, 5.9887739 50.8729616, 5.9886607 50.8731473, 5.9886513 50.8732139, 5.9885815 50.8732514, 5.9879901 50.8741431)",0.7902739915013931
42009973,42010327,0,Oogstweg,residential,34.57619178669178,50.0,2.4894858086418084,"LINESTRING (6.006416 50.8726498, 6.0064249 50.8729607)",0.04149143014403014
42009973,42009111,0,Oogstweg,residential,53.43112426010268,50.0,3.847040946727393,"LINESTRING (6.006416 50.8726498, 6.0063992 50.8721694)",0.06411734911212322
42009973,4579601871,0,Schovenhof,living_street,80.07219616266445,15.0,19.217327079039467,"LINESTRING (6.006416 50.8726498, 6.0070929 50.8726484, 6.00709 50.8724712, 6.0072734 50.8724722)",0.3202887846506578
42009998,42009520,0,Roggehof,residential,48.92371531951987,30.0,5.870845838342384,"LINESTRING (6.0032527 50.8726982, 6.0032934 50.8726877, 6.0035723 50.872532, 6.00379 50.87242)",0.09784743063903974
42009998,42011255,0,Roggehof,residential,85.57068170974023,30.0,10.268481805168829,"LINESTRING (6.0032527 50.8726982, 6.0032928 50.8727612, 6.0031639 50.873109, 6.0031727 50.8731675, 6.0030773 50.8734468)",0.17114136341948047
42009998,42011255,1,Roggehof,residential,223.11522967827392,30.0,26.77382756139287,"LINESTRING (6.0032527 50.8726982, 6.0031988 50.8727033, 6.0031398 50.8727, 6.0030818 50.8726878, 6.0027616 50.8725726, 6.0027173 50.872564, 6.0026615 50.8725616, 6.0026188 50.8725768, 6.0025786 50.8725971, 6.0025406 50.8726283, 6.002348 50.8727851, 6.0019448 50.8731317, 6.0019174 50.8731818, 6.0019283 50.8732301, 6.0019845 50.8732598, 6.0020679 50.8732817, 6.0029993 50.8734105, 6.0030773 50.8734468)",0.44623045935654787
42010048,42009108,0,De Lirp,residential,68.78344929845417,30.0,8.2540139158145,"LINESTRING (5.9665894 50.8727226, 5.9668266 50.8721224)",0.13756689859690835
42010048,42009885,0,De Mullender,residential,48.43133894597162,30.0,5.811760673516594,"LINESTRING (5.9665894 50.8727226, 5.9660346 50.8726415, 5.965917 50.8726243)",0.09686267789194324
42010048,42009404,0,De Mullender,residential,172.54709505312323,30.0,20.705651406374788,"LINESTRING (5.9665894 50.8727226, 5.9679423 50.8729293, 5.9679926 50.8729265, 5.9680407 50.8729157, 5.9680822 50.8728961, 5.9681094 50.8728733, 5.9682932 50.8723377)",0.3450941901062465
42010067,42008632,0,De Thun,residential,95.77044961756445,30.0,11.492453954107734,"LINESTRING (5.9647073 50.8727131, 5.9648486 50.8725602, 5.9652021 50.8719133)",0.1915408992351289
42010067,42009842,0,De Thun,residential,183.6180689584941,30.0,22.03416827501929,"LINESTRING (5.9647073 50.8727131, 5.96427 50.87299, 5.9641993 50.8730208, 5.9641217 50.8730441, 5.9640392 50.8730594, 5.9639719 50.8730655, 5.9639038 50.8730663, 5.9638362 50.8730616, 5.96377 50.8730517, 5.9634423 50.8729415, 5.9625336 50.8726214, 5.9624853 50.8726044)",0.36723613791698817
42010067,42011039,0,De Thun,residential,116.33296040785449,30.0,13.959955248942538,"LINESTRING (5.9647073 50.8727131, 5.964975 50.8728691, 5.9648155 50.8732905, 5.9648055 50.873317, 5.9647954 50.873345, 5.9647311 50.8735365, 5.9646876 50.8736649)",0.23266592081570897
42010156,1915259157,0,Douve Weienstraat,living_street,32.96589280701486,15.0,7.911814273683567,"LINESTRING (5.9869979 50.8727474, 5.9865953 50.8725946)",0.13186357122805945
42010156,42006313,0,Douve Weienstraat,living_street,280.28562311333087,15.0,67.26854954719941,"LINESTRING (5.9869979 50.8727474, 5.9871626 50.8725908, 5.987207 50.872423, 5.9872023 50.8723676, 5.9871577 50.8722782, 5.9870007 50.8720929, 5.9867883 50.8718924, 5.9866549 50.8717724, 5.9865977 50.8717115, 5.9865874 50.8716653, 5.9865887 50.8716027, 5.9867516 50.8710128, 5.9867375 50.8709717, 5.9867516 50.8709235, 5.9867922 50.8708848, 5.9869277 50.870393)",1.1211424924533235
42010156,42011589,0,Douve Weienstraat,living_street,289.10500875218736,15.0,69.38520210052496,"LINESTRING (5.9869979 50.8727474, 5.9863019 50.8734773, 5.9859103 50.8738929, 5.9858 50.87401, 5.9857697 50.8740302, 5.9856545 50.8740513, 5.985566 50.8740655, 5.984383 50.8736734, 5.984209 50.8736157)",1.1564200350087495
42010234,42010633,0,Roggehof,residential,27.423857827206223,30.0,3.2908629392647466,"LINESTRING (6.0041 50.87284, 6.00401 50.87308)",0.054847715654412446
42010234,42009079,0,Tarwehof,residential,125.79978933493274,30.0,15.09597472019193,"LINESTRING (6.0041 50.87284, 6.00429 50.87292, 6.0043522 50.8729403, 6.0044259 50.8729521, 6.0045426 50.8729509, 6.0045936 50.8729318, 6.0046271 50.8729039, 6.0046432 50.8728622, 6.0046214 50.8721563)",0.2515995786698655
42010234,42009520,0,Tarwehof,residential,55.92781846945627,30.0,6.711338216334752,"LINESTRING (6.0041 50.87284, 6.003893 50.8727465, 6.0038546 50.8727139, 6.0038272 50.8726873, 6.0038027 50.8726415, 6.00379 50.87242)",0.11185563693891254
42010237,42010398,0,Akkerhof,living_street,14.290984592819838,15.0,3.4298363022767613,"LINESTRING (6.0094019 50.8728394, 6.0093439 50.8729626)",0.05716393837127935
42010237,42010398,1,Akkerhof,living_street,38.707245196492536,15.0,9.28973884715821,"LINESTRING (6.0094019 50.8728394, 6.0095457 50.8728687, 6.0095702 50.872883, 6.0095831 50.8729012, 6.0095466 50.8729757, 6.0095184 50.872986, 6.0094843 50.8729862, 6.0093439 50.8729626)",0.15482898078597016
42010237,42009935,0,Akkerhof,living_street,17.797350943904853,15.0,4.271364226537165,"LINESTRING (6.0094019 50.8728394, 6.0094614 50.8727272, 6.0095019 50.8726942)",0.07118940377561941
42010286,42011138,0,Mergelsweg,residential,58.90001142403914,30.0,7.068001370884697,"LINESTRING (5.9603557 50.87289, 5.9605274 50.8734085)",0.11780002284807828
42010286,42010724,0,Korenstraat,residential,128.4484887045998,30.0,15.413818644551979,"LINESTRING (5.9603557 50.87289, 5.9606728 50.8728535, 5.9608526 50.872854, 5.9610231 50.8728645, 5.96119 50.872883, 5.961357 50.8729086, 5.9615486 50.8729548, 5.9620927 50.8731298)",0.25689697740919964
42010286,42008785,0,Mergelsweg,residential,111.14442178938602,30.0,13.337330614726323,"LINESTRING (5.9603557 50.87289, 5.9600775 50.87217, 5.9600798 50.8720806, 5.9601145 50.8719936, 5.9601676 50.8719217)",0.22228884357877204
42010327,42009973,0,Oogstweg,residential,34.57619178669178,50.0,2.4894858086418084,"LINESTRING (6.0064249 50.8729607, 6.006416 50.8726498)",0.04149143014403014
42010327,42009095,0,Tarwehof,residential,150.39111469984869,30.0,18.046933763981844,"LINESTRING (6.0064249 50.8729607, 6.0055874 50.8729699, 6.0055467 50.8729628, 6.0055203 50.8729475, 6.0055002 50.8729289, 6.0054906 50.8729007, 6.0054638 50.8721776)",0.3007822293996974
42010327,42011187,0,Oogstweg,residential,50.2991182385754,50.0,3.6215365131774293,"LINESTRING (6.0064249 50.8729607, 6.0064248 50.8730162, 6.0064141 50.8732001, 6.0064007 50.8732936, 6.0063927 50.8733537, 6.0063802 50.8734118)",0.06035894188629049
42010375,42011378,0,Caumerboord,residential,65.85398273965245,30.0,7.9024779287582945,"LINESTRING (5.995407 50.8729645, 5.9951153 50.8732995, 5.9949696 50.8734883)",0.1317079654793049
42010375,42009003,0,Caumerboord,residential,114.30835851400624,30.0,13.71700302168075,"LINESTRING (5.995407 50.8729645, 5.9957775 50.8726055, 5.9962081 50.8722298, 5.9963421 50.8721234)",0.2286167170280125
42010375,42010935,0,Vrijheidstraat,residential,61.85137535563752,30.0,7.422165042676502,"LINESTRING (5.995407 50.8729645, 5.99575 50.87308, 5.9961711 50.8732414)",0.12370275071127504
42010390,42009858,0,Lange Weienstraat,living_street,79.38647294689885,15.0,19.052753507255723,"LINESTRING (5.9847906 50.872939, 5.9845105 50.8728419, 5.9843831 50.8727949, 5.9842869 50.8727562, 5.9841549 50.872733, 5.9837818 50.8726211)",0.3175458917875954
42010390,42011589,0,Van Weerden Poelmanstraat,unclassified | residential,85.62875776604115,30.0,10.275450931924938,"LINESTRING (5.9847906 50.872939, 5.9844896 50.8732683, 5.984209 50.8736157)",0.1712575155320823
42010390,42009399,0,Van Weerden Poelmanstraat,residential,73.74099335423708,30.0,8.84891920250845,"LINESTRING (5.9847906 50.872939, 5.9850378 50.8726455, 5.9851163 50.8725305, 5.9851472 50.8724527, 5.9851887 50.8723301)",0.14748198670847415
42010398,42010237,0,Akkerhof,living_street,14.290984592819838,15.0,3.4298363022767613,"LINESTRING (6.0093439 50.8729626, 6.0094019 50.8728394)",0.05716393837127935
42010398,42010237,1,Akkerhof,living_street,38.707245196492536,15.0,9.28973884715821,"LINESTRING (6.0093439 50.8729626, 6.0094843 50.8729862, 6.0095184 50.872986, 6.0095466 50.8729757, 6.0095831 50.8729012, 6.0095702 50.872883, 6.0095457 50.8728687, 6.0094019 50.8728394)",0.15482898078597016
42010398,42011430,0,Akkerhof,living_street,70.24072729214973,15.0,16.857774550115934,"LINESTRING (6.0093439 50.8729626, 6.0093012 50.8730465, 6.0093019 50.8730692, 6.0092358 50.8732043, 6.0091015 50.8734663, 6.0091295 50.8734967, 6.0091533 50.8735205, 6.009215 50.8735327)",0.2809629091685989
42010403,1933801134,0,Tichelbeekstraat,unclassified,83.93525646654308,50.0,6.043338465591102,"LINESTRING (5.9788958 50.8729727, 5.9790322 50.8730276, 5.9791811 50.8730728, 5.9795264 50.873136, 5.9800249 50.8732029)",0.1007223077598517
42010403,42009714,0,Tichelbeekstraat,unclassified,501.21131409428494,50.0,36.08721461478852,"LINESTRING (5.9788958 50.8729727, 5.9787206 50.8728949, 5.9785198 50.8728108, 5.9782653 50.8727396, 5.9781176 50.8727152, 5.977994 50.8727055, 5.9778542 50.8726942, 5.9777881 50.8726889, 5.9774414 50.8726947, 5.9771948 50.8727306, 5.9769531 50.8727804, 5.9769227 50.8727875, 5.9763667 50.8729252, 5.9761127 50.8729874, 5.9750678 50.8732395, 5.9748231 50.8732776, 5.9745622 50.873305, 5.9742867 50.8733111, 5.9740281 50.8732918, 5.9737636 50.8732553, 5.9735095 50.8731954, 5.9733445 50.8731431, 5.9731923 50.8730778, 5.9730502 50.8730139, 5.97291 50.87293, 5.9726049 50.8727105, 5.9724355 50.8725895)",0.601453576913142
42010403,42009518,0,Dillegaard,living_street,67.0620416558619,15.0,16.09488999740686,"LINESTRING (5.9788958 50.8729727, 5.9789442 50.8729212, 5.9789579 50.8728667, 5.9789492 50.8728015, 5.9789883 50.8727271, 5.9790743 50.8726613, 5.9791409 50.8725868, 5.9791404 50.8724134)",0.26824816662344764
42010460,42010826,0,Egstraat,residential,67.97787602403773,30.0,8.157345122884527,"LINESTRING (6.0103939 50.8730175, 6.0107 50.87308, 6.0112035 50.8731788, 6.0113222 50.8731889)",0.13595575204807545
42010460,42009907,0,Egstraat,residential,69.51247567740924,30.0,8.34149708128911,"LINESTRING (6.0103939 50.8730175, 6.0099624 50.8729365, 6.009907 50.8729175, 6.0098472 50.8728871, 6.0098025 50.8728483, 6.0097679 50.8727935, 6.0097561 50.8727419, 6.0097589 50.8726943, 6.0097694 50.8726487)",0.1390249513548185
42010460,5047880590,0,Akkerhof,living_street,47.25016034472978,15.0,11.340038482735148,"LINESTRING (6.0103939 50.8730175, 6.0102611 50.873289, 6.0102414 50.8733297, 6.0101558 50.8733582, 6.0100996 50.8733471)",0.18900064137891912
42010589,42009675,0,John F. Kennedylaan,tertiary,98.55575836520592,50.0,7.096014602294826,"LINESTRING (5.9930819 50.8730988, 5.9929923 50.8730495, 5.9923946 50.8727361, 5.9921923 50.8726261, 5.9921064 50.8725785, 5.992011 50.8725254)",0.1182669100382471
42010589,3524056806,0,,tertiary,18.867805844342485,50.0,1.3584820207926591,"LINESTRING (5.9930819 50.8730988, 5.9931034 50.8730829, 5.9931296 50.87307, 5.9931628 50.8730597, 5.9931979 50.8730545, 5.9932421 50.8730548, 5.9932838 50.8730622, 5.99332 50.8730756)",0.022641367013210987
42010607,42011638,0,Keerweg,residential,82.81126295467499,30.0,9.937351554561,"LINESTRING (5.998146 50.8730898, 5.9975492 50.8737323)",0.16562252590934998
42010607,42009542,0,Keerweg,residential,89.33526607045924,30.0,10.72023192845511,"LINESTRING (5.998146 50.8730898, 5.9984071 50.8728538, 5.9986983 50.8726219, 5.9989389 50.8724631)",0.1786705321409185
42010607,42009552,0,Pattonstraat,residential,106.11796701166463,30.0,12.734156041399757,"LINESTRING (5.998146 50.8730898, 5.997576 50.8727774, 5.9975154 50.8727537, 5.9970469 50.8724963, 5.996998 50.8724694)",0.21223593402332927
42010633,42010234,0,Roggehof,residential,27.423857827206223,30.0,3.2908629392647466,"LINESTRING (6.00401 50.87308, 6.0041 50.87284)",0.054847715654412446
42010640,42009353,0,Egstraat,residential,120.26421557927975,30.0,14.43170586951357,"LINESTRING (6.0116753 50.8730571, 6.0122198 50.8725025, 6.0123208 50.8724402, 6.0123915 50.8724033, 6.0124801 50.8723661, 6.0125499 50.8723461, 6.0126414 50.8723342, 6.0128106 50.8723206)",0.24052843115855949
42010640,42010826,0,Egstraat,residential,29.877534443353873,30.0,3.5853041332024644,"LINESTRING (6.0116753 50.8730571, 6.011609 50.8731101, 6.0115624 50.8731327, 6.0114842 50.873165, 6.0114 50.87318, 6.0113222 50.8731889)",0.05975506888670774
42010640,42009209,0,Gewanhof,living_street,214.03040595927237,15.0,51.36729743022537,"LINESTRING (6.0116753 50.8730571, 6.0117526 50.8730851, 6.0118401 50.8731122, 6.0119672 50.8731377, 6.012091 50.8731571, 6.0121984 50.8731646, 6.0123028 50.8731574, 6.0123608 50.8731464, 6.0124592 50.8731238, 6.0125268 50.8730967, 6.0125834 50.8730696, 6.0126372 50.8730354, 6.0127769 50.8729217, 6.0128673 50.8728708, 6.012956 50.872836, 6.0130441 50.872816, 6.013121 50.8728035, 6.0134078 50.8727765, 6.0134504 50.87277, 6.0135526 50.8727464, 6.0136044 50.8727256, 6.0136567 50.8726948, 6.0137191 50.8726458, 6.0137784 50.8725942, 6.0138228 50.8725274, 6.0138559 50.8724289, 6.0138896 50.8722283)",0.8561216238370896
42010724,42009842,0,Klaverstraat,residential,64.59123444473971,30.0,7.750948133368766,"LINESTRING (5.9620927 50.8731298, 5.9624853 50.8726044)",0.12918246888947943
42010724,42011529,0,Klaverstraat,residential,61.14023892449078,30.0,7.336828670938894,"LINESTRING (5.9620927 50.8731298, 5.9618196 50.8735356, 5.9618387 50.8736439)",0.12228047784898158
42010724,42010286,0,Korenstraat,residential,128.4484887045998,30.0,15.413818644551979,"LINESTRING (5.9620927 50.8731298, 5.9615486 50.8729548, 5.961357 50.8729086, 5.96119 50.872883, 5.9610231 50.8728645, 5.9608526 50.872854, 5.9606728 50.8728535, 5.9603557 50.87289)",0.25689697740919964
42010733,42011943,0,Eisenhowerstraat,residential,120.0138857278088,30.0,14.401666287337056,"LINESTRING (5.9935486 50.8731591, 5.9938486 50.8732811, 5.9943612 50.873606, 5.9946146 50.8737739, 5.9947843 50.8738978)",0.2400277714556176
42010819,42012260,0,Heesbergstraat,tertiary,129.62213398391427,50.0,9.332793646841827,"LINESTRING (5.9930953 50.8732286, 5.9930202 50.8732905, 5.9928854 50.8734014, 5.9925808 50.8736044, 5.9925238 50.8736426, 5.9922016 50.8738544, 5.9918422 50.8740835)",0.15554656078069712
42010819,42010589,0,,tertiary,15.581070951042836,50.0,1.1218371084750842,"LINESTRING (5.9930953 50.8732286, 5.9930708 50.8732065, 5.9930568 50.8731827, 5.9930525 50.8731627, 5.9930545 50.8731417, 5.9930643 50.8731194, 5.9930819 50.8730988)",0.018697285141251404
42010826,42010640,0,Egstraat,residential,29.87753444335388,30.0,3.5853041332024658,"LINESTRING (6.0113222 50.8731889, 6.0114 50.87318, 6.0114842 50.873165, 6.0115624 50.8731327, 6.011609 50.8731101, 6.0116753 50.8730571)",0.059755068886707764
42010826,42010460,0,Egstraat,residential,67.97787602403771,30.0,8.157345122884525,"LINESTRING (6.0113222 50.8731889, 6.0112035 50.8731788, 6.0107 50.87308, 6.0103939 50.8730175)",0.13595575204807542
42010826,42011884,0,Akkerhof,living_street,71.10258248644345,15.0,17.064619796746427,"LINESTRING (6.0113222 50.8731889, 6.0111537 50.8735408, 6.0111596 50.8736065, 6.011062 50.8738031)",0.2844103299457738
42010848,42011294,0,Tichelbeekstraat,unclassified,136.84169776403897,50.0,9.852602239010805,"LINESTRING (5.9801789 50.873222, 5.9820618 50.8735425)",0.16421003731684675
42010935,42009552,0,Montgomerystraat,residential,103.61266571512688,30.0,12.433519885815226,"LINESTRING (5.9961711 50.8732414, 5.996998 50.8724694)",0.20722533143025376
42010935,42011638,0,Vrijheidstraat,unclassified | residential,111.04556631617606,30.0,13.325467957941129,"LINESTRING (5.9961711 50.8732414, 5.9967718 50.8734573, 5.9970778 50.8735622, 5.9975492 50.8737323)",0.22209113263235214
42010935,42010375,0,Vrijheidstraat,residential,61.85137535563752,30.0,7.422165042676502,"LINESTRING (5.9961711 50.8732414, 5.99575 50.87308, 5.995407 50.8729645)",0.12370275071127504
42010983,42009969,0,Vrusschemigerweg,residential,67.46206149367758,30.0,8.095447379241309,"LINESTRING (5.9896785 50.8732723, 5.9893804 50.8726955)",0.13492412298735515
42010983,42011075,0,Zandweg,residential,7.901388879310857,30.0,0.9481666655173029,"LINESTRING (5.9896785 50.8732723, 5.9896558 50.8733419)",0.015802777758621715
42010983,42009094,0,Zandweg,residential,158.50338749916182,30.0,19.02040649989942,"LINESTRING (5.9896785 50.8732723, 5.99031 50.87277, 5.9907513 50.8723948, 5.9910594 50.8721444)",0.31700677499832364
42011039,42010067,0,De Thun,residential,116.3329604078545,30.0,13.95995524894254,"LINESTRING (5.9646876 50.8736649, 5.9647311 50.8735365, 5.9647954 50.873345, 5.9648055 50.873317, 5.9648155 50.8732905, 5.964975 50.8728691, 5.9647073 50.8727131)",0.232665920815709
42011064,42011640,0,Graanhof,living_street,44.84241488545007,15.0,10.762179572508018,"LINESTRING (6.0075034 50.8733046, 6.007431 50.8734868, 6.0074008 50.8735312, 6.0073403 50.8736939)",0.17936965954180029
42011075,42010983,0,Zandweg,residential,7.901388879310857,30.0,0.9481666655173029,"LINESTRING (5.9896558 50.8733419, 5.9896785 50.8732723)",0.015802777758621715
42011075,42012260,0,Nieuwhuisstraat,residential,175.1351188219695,30.0,21.016214258636342,"LINESTRING (5.9896558 50.8733419, 5.9897737 50.8733586, 5.9903321 50.8736223, 5.9906292 50.8737127, 5.9918422 50.8740835)",0.35027023764393905
42011075,42011593,0,Zandweg,residential,36.42563875289048,30.0,4.371076650346857,"LINESTRING (5.9896558 50.8733419, 5.98961 50.87343, 5.9894577 50.8736443)",0.07285127750578095
42011138,42010286,0,Mergelsweg,residential,58.90001142403914,30.0,7.068001370884697,"LINESTRING (5.9605274 50.8734085, 5.9603557 50.87289)",0.11780002284807828
42011138,42011529,0,Ingenieur Lelystraat,residential,98.62682727244385,30.0,11.835219272693262,"LINESTRING (5.9605274 50.8734085, 5.9606948 50.8733818, 5.96089 50.87338, 5.9616991 50.8736155, 5.9618387 50.8736439)",0.1972536545448877
