addr:street,addr:housenumber,addr:postcode,addr:city,building,lon,lat
Korenstraat,9,6419XM,Heerlen,,5.9614607,50.8730587
Laarhofplein,9,6419XC,Heerlen,,5.967193300000001,50.873429200000004
Lange Weienstraat,9,6417GE,Heerlen,,5.9839422,50.8728385
Leonard Stassenstraat,9,6417XN,Heerlen,,5.980918600000001,50.878196900000006
Lindberghstraat,9,6417EG,Heerlen,,5.9836352,50.8764036
Lintjensstraat,9,6417XS,Heerlen,,5.982089200000001,50.877891700000006
Marcellusstraat,9,6417TJ,Heerlen,,5.9781532,50.876300500000006
Marjoleingaard,9,6417HC,Heerlen,,5.9801386,50.8707234
Meidoornstraat,9,6417AM,Heerlen,,5.9904264000000005,50.8746208
Mergelsweg,9,6419EA,Heerlen,,5.9649194,50.8716669
Mgr. Schrijnenstraat,9,6417XW,Heerlen,,5.9837842000000006,50.8771615
Molenplein,9,6417PE,Heerlen,,5.984157000000001,50.871329800000005
Meester Adriaan Sassenstraat,9,6417XK,Heerlen,,5.9812194000000005,50.8768521
Nieuwhuisstraat,9,6417AG,Heerlen,,5.9900938,50.8733573
Oude Molenweg,9,6417GV,Heerlen,,5.9805421,50.8714742
Ovidiusstraat,9,6417VR,Heerlen,,5.9775215,50.880366900000006
Parmentierstraat,9,6417AX,Heerlen,,5.986688900000001,50.8764052
Petroniusstraat,9,6417VL,Heerlen,,5.976194700000001,50.8783419
Piet Malherbestraat,9,6417GR,Heerlen,,5.9833145000000005,50.873825800000006
Pliniusstraat,9,6417TR,Heerlen,,5.9780856,50.877161
Pluijmaekersstraat,9,6417XL,Heerlen,,5.9810875,50.877435600000005
Proculusstraat,9,6417TH,Heerlen,,5.9786007,50.876373400000006
Prof. Dumontstraat,9,6419BR,Heerlen,,5.9639587,50.8753277
Prof. Lambertstraat,9,6419BM,Heerlen,,5.9641098,50.8755765
Putstraat,9,6417GM,Heerlen,,5.9887294,50.8734796
Rector Poelsplein,9,6419CZ,Heerlen,,5.968611800000001,50.876232200000004
Rozemarijngaard,9,6417HD,Heerlen,,5.981102900000001,50.870171000000006
Ruys de Beerenbroucklaan,9,6417CC,Heerlen,,5.982636500000001,50.882826200000004
Schipholstraat,9,6417GA,Heerlen,,5.985948100000001,50.875221700000004
St. Annalaan,9,6417CP,Heerlen,,5.985332400000001,50.878531
Tacitusstraat,9,6417TT,Heerlen,,5.977381800000001,50.8770405
Tichelbeekstraat,9,6417SJ,Heerlen,,5.9814277,50.87325370000001
Tijmgaard,9,6417HE,Heerlen,,5.9817081000000005,50.869511900000006
Van Sonsbeeckstraat,9,6417XV,Heerlen,,5.984266000000001,50.877637
Veldjen,9,6417GG,Heerlen,,5.9831308000000005,50.8731731
Vergiliusstraat,9,6417XA,Heerlen,,5.9786234,50.8778051
Vlotstraat,9,6417CA,Heerlen,,5.9830864,50.8815474
Vrusschemigerweg,9,6417PB,Heerlen,,5.9892971,50.871815500000004
Welterlaan,9,6417CE,Heerlen,,5.9780971,50.8806518
Zandweg,9,6417AS,Heerlen,,5.988973700000001,50.8751897
Bekkerweg,90,6417BX,Heerlen,,5.9860289,50.878399
Benzenraderweg,90,6417ST,Heerlen,,5.9792573,50.8796113
De Kommert,90,6419GG,Heerlen,,5.962772200000001,50.870753300000004
De Tichel,90,6417RC,Heerlen,,5.9774145,50.8729847
Dillegaard,90,6417HJ,Heerlen,,5.9784147,50.8715665
Drieoortsput,90,6417PN,Heerlen,,5.9821035,50.868603500000006
Frankenlaan,90,6419XX,Heerlen,,5.9616122,50.874915800000004
Ir. Lelystraat,90,6419XS,Heerlen,,5.9634540000000005,50.8744026
Marcus Aureliushof,90,6417TD,Heerlen,,5.976665400000001,50.8770837
Mergelsweg,90,6419EG,Heerlen,,5.962825700000001,50.8721072
Pijnsweg,90,6419CM,Heerlen,,5.96931,50.876446900000005
Tacitusstraat,90,6417TZ,Heerlen,,5.9771405,50.8761638
Van Weerden Poelmanstraat,90,6417EP,Heerlen,,5.9827307,50.875376900000006
Vrusschemigerweg,90,6417PD,Heerlen,,5.9817076,50.8705331
Weltertuijnstraat,90,6419XD,Heerlen,,5.9676356,50.8742716
Ypenburgstraat,90,6417PS,Heerlen,,5.9822692,50.8746482
Bekkerweg,91,6417BV,Heerlen,,5.984353700000001,50.8799398
Burg. Waszinkstraat,91,6417CW,Heerlen,,5.985514500000001,50.877583300000005
De Kommert,91,6419GB,Heerlen,,5.963984,50.8698029
De Thun,91,6419XE,Heerlen,,5.9622656,50.8723644
De Tichel,91,6417RB,Heerlen,,5.9774079,50.872982400000005
Dillegaard,91,6417HJ,Heerlen,,5.978414900000001,50.871566400000006
Doctor Ingenieur Bungestraat,91,6419BW,Heerlen,,5.9657149,50.8742219
Drieoortsput,91,6417PP,Heerlen,,5.9821036,50.8686036
Eurenderweg,91,6417PA,Heerlen,,5.9831022,50.8720961
Frankenlaan,91,6419BS,Heerlen,,5.9664957,50.8756513
Oude Molenweg,91,6417GW,Heerlen,,5.9805503,50.871473900000005
Ovidiusstraat,91,6417VT,Heerlen,,5.9786551,50.878840000000004
Pijnsweg,91,6419CK,Heerlen,,5.9694089,50.8776372
Van Weerden Poelmanstraat,91,6417EL,Heerlen,,5.9834792000000006,50.8750907
Vrusschemigerweg,91,6417PH,Heerlen,,5.9871375,50.869944800000006
Weltertuijnstraat,91,6419XD,Heerlen,,5.9675215,50.8738523
Pijnsweg,91A,,Heerlen,,5.9693887000000005,50.8776778
Bekkerweg,92,6417BX,Heerlen,,5.9861028,50.8783618
Benzenraderweg,92,6417SV,Heerlen,,5.9793859000000005,50.87943550000001
De Kommert,92,6419GG,Heerlen,,5.9627201,50.8707902
De Tichel,92,6417RC,Heerlen,,5.977414700000001,50.8729847
Dillegaard,92,6417HJ,Heerlen,,5.9784151,50.871566300000005
Drieoortsput,92,6417PP,Heerlen,,5.9821038,50.8686038
Frankenlaan,92,6419XX,Heerlen,,5.9616123000000005,50.874916000000006
Ir. Lelystraat,92,6419XS,Heerlen,,5.9634542,50.874402700000005
Marcus Aureliushof,92,6417TD,Heerlen,,5.9766653000000005,50.8770839
Mergelsweg,92,6419EG,Heerlen,,5.9627707,50.872071600000005
Pijnsweg,92,6419CM,Heerlen,,5.969332100000001,50.8763853
Prof. van Itersonstraat,92,6419SE,Heerlen,,5.9606155,50.876148
Tacitusstraat,92,6417TZ,Heerlen,,5.9771406,50.876163700000006
Van Weerden Poelmanstraat,92,6417EP,Heerlen,,5.9827306,50.875376800000005
Vrusschemigerweg,92,6417PD,Heerlen,,5.981794000000001,50.8705447
Weltertuijnstraat,92,6419XD,Heerlen,,5.9675628000000005,50.874245300000005
Ypenburgstraat,92,6417PS,Heerlen,,5.982269100000001,50.8746481
Benzenraderweg,93,6417SK,Heerlen,,5.9795162,50.8797392
Burg. Waszinkstraat,93,6417CW,Heerlen,,5.985739700000001,50.8776559
De Kommert,93,6419GC,Heerlen,,5.964132200000001,50.8696892
De Thun,93,6419XE,Heerlen,,5.962226500000001,50.8723259
De Tichel,93,6417RB,Heerlen,,5.977408100000001,50.872982400000005
Dillegaard,93,6417HJ,Heerlen,,5.9784153,50.871566200000004
Doctor Ingenieur Bungestraat,93,6419BW,Heerlen,,5.9657147,50.8742219
Drieoortsput,93,6417PP,Heerlen,,5.9821040000000005,50.868603900000004
Eurenderweg,93,6417PA,Heerlen,,5.9831023000000005,50.872095900000005
Frankenlaan,93,6419BS,Heerlen,,5.9664956,50.875651500000004
Oude Molenweg,93,6417GW,Heerlen,,5.9805505000000005,50.871473900000005
Ovidiusstraat,93,6417VT,Heerlen,,5.9786549,50.878840200000006
Van Weerden Poelmanstraat,93,6417EL,Heerlen,,5.9834791,50.8750908
Vrusschemigerweg,93,6417PH,Heerlen,,5.9872101,50.8699865
Weltertuijnstraat,93,6419XD,Heerlen,,5.9675216,50.8738521
Bekkerweg,94,6417BX,Heerlen,,5.986166600000001,50.8783247
Benzenraderweg,94,6417SV,Heerlen,,5.9794308,50.879379500000006
De Kommert,94,6419GG,Heerlen,,5.9626953,50.8708314
De Tichel,94,6417RC,Heerlen,,5.9774149,50.872984800000005
Dillegaard,94,6417HJ,Heerlen,,5.9784155000000005,50.871566200000004
Drieoortsput,94,6417PP,Heerlen,,5.982104100000001,50.868604000000005
Frankenlaan,94,6419XX,Heerlen,,5.9616125,50.8749161
Ir. Lelystraat,94,6419XS,Heerlen,,5.963454400000001,50.874402700000005
Marcus Aureliushof,94,6417TD,Heerlen,,5.9766653000000005,50.877084100000005
Mergelsweg,94,6419EG,Heerlen,,5.9626959,50.872080600000004
Pijnsweg,94,6419CM,Heerlen,,5.969356,50.876325
Prof. van Itersonstraat,94,6419SE,Heerlen,,5.9605609,50.876044900000004
Tacitusstraat,94,6417TZ,Heerlen,,5.977140800000001,50.876163600000005
Van Weerden Poelmanstraat,94,6417ER,Heerlen,,5.9827304,50.8753766
Vrusschemigerweg,94,6417PD,Heerlen,,5.9818819,50.870574000000005
Weltertuijnstraat,94,6419XD,Heerlen,,5.967493200000001,50.874222700000004
Ypenburgstraat,94,6417PS,Heerlen,,5.9822690000000005,50.87464790000001
Bekkerweg,95,6417BV,Heerlen,,5.9845123000000005,50.879842700000005
Benzenraderweg,95,6417SK,Heerlen,,5.979553,50.879685200000004
Burg. Waszinkstraat,95,6417CW,Heerlen,,5.9858225,50.877687300000005
De Kommert,95,6419GC,Heerlen,,5.9642952000000005,50.8696453
De Thun,95,6419XE,Heerlen,,5.9621493,50.8723248
De Tichel,95,6417RB,Heerlen,,5.9774083000000005,50.872982500000006
Dillegaard,95,6417HJ,Heerlen,,5.9784157,50.8715661
Doctor Ingenieur Bungestraat,95,6419BW,Heerlen,,5.965714500000001,50.8742218
Drieoortsput,95,6417PP,Heerlen,,5.9821043000000005,50.868604100000006
Eurenderweg,95,6417PA,Heerlen,,5.9831024,50.872095800000004
Frankenlaan,95,6419BS,Heerlen,,5.966495500000001,50.875651700000006
Oude Molenweg,95,6417GW,Heerlen,,5.9805507,50.871473900000005
Ovidiusstraat,95,6417VT,Heerlen,,5.9786548,50.8788403
Van Weerden Poelmanstraat,95,6417EL,Heerlen,,5.983478900000001,50.875091000000005
Vrusschemigerweg,95,6417PH,Heerlen,,5.9872974,50.8699954
Weltertuijnstraat,95,6419XD,Heerlen,,5.967521700000001,50.873851900000005
Bekkerweg,96,6417BX,Heerlen,,5.9862305000000005,50.878288700000006
Benzenraderweg,96,6417SV,Heerlen,,5.9794688,50.879321700000006
De Kommert,96,6419GG,Heerlen,,5.9626498,50.8708613
De Tichel,96,6417RC,Heerlen,,5.9774151,50.872984900000006
Dillegaard,96,6417HJ,Heerlen,,5.9784158000000005,50.871566
Drieoortsput,96,6417PP,Heerlen,,5.9821045,50.8686042
Frankenlaan,96,6419XX,Heerlen,,5.9616126000000005,50.8749163
Ir. Lelystraat,96,6419XS,Heerlen,,5.9634546,50.874402800000006
Marcus Aureliushof,96,6417TD,Heerlen,,5.9766652,50.8770843
Mergelsweg,96,6419EG,Heerlen,,5.962648300000001,50.8720469
Pijnsweg,96,6419CM,Heerlen,,5.969373900000001,50.8762635
Prof. van Itersonstraat,96,6419SE,Heerlen,,5.9605091,50.8759761
Tacitusstraat,96,6417TZ,Heerlen,,5.9771409,50.8761634
Van Weerden Poelmanstraat,96,6417ER,Heerlen,,5.982730200000001,50.8753765
Vrusschemigerweg,96,6417PD,Heerlen,,5.9819636,50.870581400000006
Weltertuijnstraat,96,6419XD,Heerlen,,5.9674174,50.874200300000005
Ypenburgstraat,96,6417PS,Heerlen,,5.9822689,50.874647700000004
Benzenraderweg,97,6417SK,Heerlen,,5.979589900000001,50.8796313
Burg. Waszinkstraat,97,6417CW,Heerlen,,5.9859032,50.8777199
De Kommert,97,6419GC,Heerlen,,5.9641798,50.869438
De Thun,97,6419XE,Heerlen,,5.9621149,50.8722848
De Tichel,97,6417RB,Heerlen,,5.9774085,50.872982500000006
Dillegaard,97,6417HJ,Heerlen,,5.978416,50.871566
Doctor Ingenieur Bungestraat,97,,Heerlen,,5.9655236,50.8748068
Drieoortsput,97,6417PP,Heerlen,,5.9821046,50.8686043
Eurenderweg,97,6417PA,Heerlen,,5.9831025,50.8720956
Frankenlaan,97,6419BS,Heerlen,,5.9664954,50.8756518
Oude Molenweg,97,6417GW,Heerlen,,5.980550900000001,50.871473900000005
Ovidiusstraat,97,6417VT,Heerlen,,5.9787526,50.878701500000005
Pijnsweg,97,6419CK,Heerlen,,5.969617700000001,50.877217200000004
Van Weerden Poelmanstraat,97,6417EL,Heerlen,,5.9834788,50.875091100000006
Vrusschemigerweg,97,6417PH,Heerlen,,5.9873835,50.8700059
Weltertuijnstraat,97,6419XD,Heerlen,,5.967521700000001,50.8738517
Bekkerweg,98,6417BX,Heerlen,,5.9862903,50.8782567
Benzenraderweg,98,6417SV,Heerlen,,5.9795151,50.8792744
De Kommert,98,6419GG,Heerlen,,5.9626003,50.870891500000006
De Tichel,98,6417RC,Heerlen,,5.9774152,50.872984900000006
Dillegaard,98,6417HJ,Heerlen,,5.978416200000001,50.8715659
Drieoortsput,98,6417PP,Heerlen,,5.9821048,50.8686044
Ir. Lelystraat,98,6419XT,Heerlen,,5.963008100000001,50.8738765
Marcus Aureliushof,98,6417TD,Heerlen,,5.9766651,50.8770845
Mergelsweg,98,6419EG,Heerlen,,5.9625737,50.872058700000004
Pijnsweg,98,6419CM,Heerlen,,5.9693952,50.876207400000006
Prof. van Itersonstraat,98,6419SE,Heerlen,,5.9604553000000005,50.8759006
Tacitusstraat,98,6417TZ,Heerlen,,5.977141100000001,50.8761633
Van Weerden Poelmanstraat,98,6417ER,Heerlen,,5.98273,50.8753764
Vrusschemigerweg,98,6417PD,Heerlen,,5.982051,50.870591600000004
Weltertuijnstraat,98,6419XD,Heerlen,,5.9673446000000006,50.874177700000004
Ypenburgstraat,98,6417PS,Heerlen,,5.9822688,50.8746475
Bekkerweg,99,6417BV,Heerlen,,5.9847665,50.879681100000006
Benzenraderweg,99,6417SK,Heerlen,,5.9797237,50.879557500000004
Burg. Waszinkstraat,99,6417CW,Heerlen,,5.9859879000000005,50.8777448
Celsusstraat,99,6417VB,Heerlen,,5.976606100000001,50.876433500000005
De Kommert,99,6419GC,Heerlen,,5.9640129,50.8695396
De Thun,99,6419XE,Heerlen,,5.9620500000000005,50.87227600000001
De Tichel,99,6417RB,Heerlen,,5.9774086,50.8729826
Dillegaard,99,6417HJ,Heerlen,,5.9784164,50.871565800000006
Drieoortsput,99,6417PP,Heerlen,,5.982105000000001,50.868604500000004
Eurenderweg,99,6417PA,Heerlen,,5.9831026000000005,50.872095400000006
Frankenlaan,99,6419BS,Heerlen,,5.9664953,50.875652
Oude Molenweg,99,6417GW,Heerlen,,5.9805511000000005,50.871473900000005
Ovidiusstraat,99,6417VT,Heerlen,,5.9787527,50.87870160000001
Pijnsweg,99,6419CK,Heerlen,,5.9697043,50.877108400000004
Van Weerden Poelmanstraat,99,6417EL,Heerlen,,5.983478600000001,50.8750912
Vrusschemigerweg,99,6417PH,Heerlen,,5.9874708000000005,50.870014100000006
Weltertuijnstraat,99,6419XD,Heerlen,,5.9675218,50.8738516
Argonstraat,1,6422PH,Heerlen,,6.013245100000001,50.841169900000004
Heliumstraat,1,6422PK,Heerlen,,6.0115226,50.8420439
Hondsrug,1,6422PV,Heerlen,,5.9847655,50.848303200000004
Koperslager,1,6422PR,Heerlen,,6.003225100000001,50.844345100000005
Nijverheidsweg,1,6422PD,Heerlen,,5.9985258,50.8535715
Oude Roderweg,1,6422PE,Heerlen,,5.9966422,50.855555200000005
Snellius,1,6422RM,Heerlen,,6.0184245,50.8296993
Vrusschenhusken,1,6422PL,Heerlen,,6.006252300000001,50.8455675
Vrusschenhusken,1-BG01,,Heerlen,,6.0056563,50.84587500000001
Earl Bakkenstraat,10,6422PJ,Heerlen,,6.0059323000000004,50.8385229
Heliumstraat,10,6422PK,Heerlen,,6.011282700000001,50.844168700000004
Hondsrug,10,6422PV,Heerlen,,5.9865712,50.847832000000004
Oude Roderweg,10,6422PE,Heerlen,,6.000683400000001,50.8534693
Sourethweg,10,6422PC,Heerlen,,5.9882916,50.847761500000004
Earl Bakkenstraat,10-BG01,6422PJ,Heerlen,,6.0071909,50.838719700000006
Hondsrug,10-BG01,6422PV,Heerlen,,5.9868248,50.847725000000004
Beitel,100,6422PB,Heerlen,,6.0014878000000005,50.844459400000005
Beitel,102,6422PB,Heerlen,,6.001339000000001,50.8444043
Rutherford,102,6422RE,Heerlen,,6.017083700000001,50.832186400000005
Beitel,104,6422PB,Heerlen,,6.000988,50.844318200000004
Rutherford,104,6422RE,Heerlen,,6.0172914,50.8322074
Beitel,106,6422PB,Heerlen,,6.0004827,50.844644
Beitel,108,6422PB,Heerlen,,6.0002431000000005,50.8440585
Beitel,108A,6422PB,Heerlen,,6.0002474,50.8442468
Beitel,108B,6422PB,Heerlen,,6.0002357,50.8445929
Beitel,108C,6422PB,Heerlen,,6.000282400000001,50.844539600000004
Beitel,108D,6422PB,Heerlen,,6.0003292,50.8444864
Beitel,108E,6422PB,Heerlen,,6.0003701000000005,50.844415500000004
Beitel,108F,6422PB,Heerlen,,6.000433200000001,50.8443321
Hondsrug,10A,6422PV,Heerlen,,5.9863293,50.847885700000006
Sourethweg,11,6422PC,Heerlen,,5.9949586,50.8466778
Beitel,110,6422PB,Heerlen,,5.999970200000001,50.843992300000004
Beitel,110A,6422PB,Heerlen,,5.9998022,50.843946800000005
Beitel,112,6422PB,Heerlen,,5.9988182000000005,50.84370740000001
Beitel,112A,6422PB,Heerlen,,5.998658000000001,50.8436005
Beitel,114,6422PB,Heerlen,,5.9983535,50.8435087
Beitel,114A,6422PB,Heerlen,,5.9977447,50.8437351
Sourethweg,11A,,Heerlen,,5.9953862,50.8465384
Nijverheidsweg,12,6422PD,Heerlen,,5.9992174,50.8438268
Sourethweg,13,6422PC,Heerlen,,5.9971813,50.846199600000006
Sourethweg,13-BG01,6422PC,Heerlen,,5.996811800000001,50.846738300000005
Sourethweg,13-BG02,6422PC,Heerlen,,5.9961371,50.8466911
Koperslager,14,6422PR,Heerlen,,6.002991300000001,50.843585000000004
Oude Roderweg,14,6422PE,Heerlen,,6.001067600000001,50.852012800000004
Oude Roderweg,14-BG01,6422PE,Heerlen,,6.0006962,50.8517432
Rolduckerweg,146,6422PT,Heerlen,,6.0019407000000005,50.8439987
Rolduckerweg,148,6422PT,Heerlen,,6.0022226000000005,50.844122500000005
Imstenraderweg,15,6422PM,Heerlen,,5.993539,50.853691000000005
Sourethweg,15,6422PC,Heerlen,,5.9983136,50.8460637
Imstenraderweg,15A,6422PM,Heerlen,,5.9932967,50.8531467
Beitel,17,6422PA,Heerlen,,6.006255400000001,50.8475206
Nijverheidsweg,17,6422PD,Heerlen,,5.9990049,50.8493669
Oude Roderweg,17,6422PE,Heerlen,,6.0011353000000005,50.854110600000006
Sourethweg,17,6422PC,Heerlen,,5.9999137000000005,50.846151400000004
Beitel,17-BG01,6422PA,Heerlen,,6.0074436,50.846609400000006
Sourethweg,17-BG01,6422PC,Heerlen,,6.0001482,50.847062300000005
Oude Roderweg,17A,6422PE,Heerlen,,6.0012105,50.854089300000005
Oude Roderweg,17B,6422PE,Heerlen,,6.0013475000000005,50.8544634
Oude Roderweg,17D,6422PE,Heerlen,,6.0011453,50.8539777
Oude Roderweg,17E,6422PE,Heerlen,,6.0011039,50.8540556
Oude Roderweg,18,6422PE,Heerlen,,6.0008797000000005,50.8509551
Beitel,19,6422PA,Heerlen,,6.0058455,50.846861100000005
Nijverheidsweg,19,6422PD,Heerlen,,5.9990199,50.8492863
Nijverheidsweg,19-BG01,6422PD,Heerlen,,5.9995902,50.848322700000004
Vrusschenhusken,1A,6422PL,Heerlen,,6.0054634,50.8455309
A76,1B,,Heerlen,,6.0237381,50.820740400000005
Vrusschenhusken,1B,6422PL,Heerlen,,6.0064978,50.8454732
Eisterweg,2,6422PN,Heerlen,,5.9926354,50.8526943
Euregioweg,2,6422PG,Heerlen,,5.998989900000001,50.856408800000004
Hondsrug,2,6422PV,Heerlen,,5.9849378,50.8482241
Koperslager,2,6422PR,Heerlen,,6.0033761000000005,50.844247700000004
Oude Roderweg,2,6422PE,Heerlen,,5.995811000000001,50.854897
Sourethweg,2,6422PC,Heerlen,,5.986218,50.850167400000004
Vrusschenhusken,2,6422PL,Heerlen,,6.0069793,50.8454441
Vrusschenhusken,2-BG01,6422PL,Heerlen,,6.0068410000000005,50.8459705
Noether,20,,Heerlen,,6.0149983,50.8363382
Beitel,21,6422PA,Heerlen,,6.005658700000001,50.8463347
Imstenraderweg,21,6422PM,Heerlen,,5.990088,50.8521343
Oude Roderweg,23,6422PE,Heerlen,,6.0023365,50.8526582
Nijverheidsweg,25,6422PD,Heerlen,,5.9993077,50.8473437
Oude Roderweg,25,6422PE,Heerlen,,6.0023882,50.8517135
Stevensweg,251,6422PX,Heerlen,,6.019710900000001,50.8256303
Stevensweg,251-BG01,6422PX,Heerlen,,6.019769,50.8259874
Stevensweg,251-BG02,,Heerlen,,6.0202539,50.825893900000004
Imstenraderweg,27,6422PM,Heerlen,,5.992024300000001,50.8533278
Oude Roderweg,27,6422PE,Heerlen,,6.001838800000001,50.8512168
Oude Roderweg,28,6422PE,Heerlen,,6.0031178,50.8503053
Oude Roderweg,29,6422PE,Heerlen,,6.0025579,50.850735300000004
Kleinestraat,2A,6422PS,Heerlen,,6.0071906,50.844547000000006
Koperslager,2A,6422PR,Heerlen,,6.003427,50.844208300000005
Vrusschenhusken,2A,6422PL,Heerlen,,6.0071013,50.845413
Koperslager,2A-BG01,6422PR,Heerlen,,6.0046343,50.8448882
Koperslager,2B,6422PR,Heerlen,,6.00361,50.844089000000004
Eisterweg,3,6422PN,Heerlen,,5.993890700000001,50.852110700000004
Hondsrug,3,6422PV,Heerlen,,5.9851321,50.8489208
Koperslager,3,6422PR,Heerlen,,6.003985500000001,50.843813100000006
Nijverheidsweg,3,6422PD,Heerlen,,5.998528800000001,50.8534878
Oude Roderweg,3,6422PE,Heerlen,,5.9973251,50.85521120000001
Eisterweg,3-BG01,6422PN,Heerlen,,5.9955198,50.8522222
Oude Roderweg,30,6422PE,Heerlen,,6.0036196,50.8503528
Oude Roderweg,31,6422PE,Heerlen,,6.0033317,50.850898300000004
Nijverheidsweg,3A,,Heerlen,,5.9985331,50.852546600000004
Vrusschenhusken,3A,6422PL,Heerlen,,6.0074709,50.84594250000001
Eisterweg,4,6422PN,Heerlen,,5.9934665,50.8520308
Hondsrug,4,6422PV,Heerlen,,5.98505,50.8481121
Koperslager,4,6422PR,Heerlen,,6.0044960000000005,50.8433701
Nijverheidsweg,4,6422PD,Heerlen,,5.9980400000000005,50.8499093
Oude Roderweg,4,6422PE,Heerlen,,5.9967654,50.8546574
Sourethweg,4,6422PC,Heerlen,,5.9868572,50.8495147
Vrusschenhusken,4,6422PL,Heerlen,,6.0080507,50.845159800000005
Eisterweg,4A,6422PN,Heerlen,,5.9937535,50.85161960000001
Nijverheidsweg,4A,6422PD,Heerlen,,5.9957658,50.848876100000005
Nijverheidsweg,4A-BG01,,Heerlen,,5.9935191,50.848340500000006
Nijverheidsweg,4B,6422PD,Heerlen,,5.9982942,50.848248100000006
Eisterweg,5,6422PN,Heerlen,,5.996308900000001,50.853051300000004
Heliumstraat,5,6422PK,Heerlen,,6.010642600000001,50.8431009
Koperslager,5,6422PR,Heerlen,,6.004818800000001,50.8431475
Nijverheidsweg,5,6422PD,Heerlen,,5.9988218,50.8515984
Oude Roderweg,5,6422PE,Heerlen,,5.9988864,50.8551252
Sourethweg,5,6422PC,Heerlen,,5.9913813000000005,50.84891330000001
Nijverheidsweg,5-BG01,6422PD,Heerlen,,5.9994036,50.852102800000004
Sourethweg,5A,6422PC,Heerlen,,5.9905645000000005,50.8501479
Sourethweg,5B,6422PC,Heerlen,,5.9900301,50.848404800000004
Sourethweg,5C,6422PC,Heerlen,,5.9883156,50.8485206
Sourethweg,5D,6422PC,Heerlen,,5.9887299,50.8479648
Sourethweg,5E,6422PC,Heerlen,,5.993649400000001,50.8489681
Sourethweg,5J,6422PC,Heerlen,,5.9928678,50.8485619
Sourethweg,5K,,Heerlen,,5.9914692,50.8476798
Sourethweg,5L,6422PC,Heerlen,,5.993123300000001,50.8485656
Sourethweg,5M,6422PC,Heerlen,,5.991271200000001,50.851128100000004
Sourethweg,5N,6422PC,Heerlen,,5.990668800000001,50.8507374
Sourethweg,5R,6422PC,Heerlen,,5.9874295,50.8495452
Eisterweg,6,6422PN,Heerlen,,5.993902100000001,50.851001200000006
Hondsrug,6,6422PV,Heerlen,,5.986046600000001,50.8479265
Nijverheidsweg,6,6422PD,Heerlen,,5.998456600000001,50.847684300000004
Oude Roderweg,6,6422PE,Heerlen,,5.9975505,50.85417270000001
Sourethweg,6,6422PC,Heerlen,,5.9871512000000005,50.8487887
Rolduckerweg,62,6422PT,Heerlen,,5.9980688,50.8426819
Rolduckerweg,62-BG01,6422PT,Heerlen,,5.9981837,50.842307600000005
Rolduckerweg,62-BG02,6422PT,Heerlen,,5.999047600000001,50.8426072
Rolduckerweg,62-BG03,6422PT,Heerlen,,5.9993939,50.842852
Rolduckerweg,62-BG04,,Heerlen,,5.999395900000001,50.842486400000006
Rolduckerweg,62-BG05,6422PT,Heerlen,,5.9998927,50.8421825
Rolduckerweg,62A,6422PT,Heerlen,,5.9986544,50.8429197
Rolduckerweg,62B,6422PT,Heerlen,,5.998578800000001,50.8430088
Rolduckerweg,64,6422PT,Heerlen,,5.9987746,50.843088300000005
Rolduckerweg,68,6422PT,Heerlen,,6.000070200000001,50.8435459
Koperslager,6A,6422PR,Heerlen,,6.005299600000001,50.843385600000005
Koperslager,6B,6422PR,Heerlen,,6.0058731000000005,50.843294400000005
Eisterweg,7,6422PN,Heerlen,,5.9951362,50.8536816
Koperslager,7,6422PR,Heerlen,,6.005269,50.8428149
Beitel,70,,Heerlen,,6.0051107,50.850824
Beitel,70A,,Heerlen,,6.005959000000001,50.8504857
Beitel,70B,,Heerlen,,6.0063874,50.8499719
Beitel,74,6422PB,Heerlen,,6.006700400000001,50.849381400000006
Beitel,74-BG01,,Heerlen,,6.0066066000000005,50.8492522
Beitel,74-BG02,,Heerlen,,6.0064286000000005,50.8490522
Beitel,74-BG03,,Heerlen,,6.0063291,50.849116300000006
Beitel,74A,6422PB,Heerlen,,6.005963400000001,50.8487292
Beitel,74B,6422PB,Heerlen,,6.006228500000001,50.8488959
Beitel,76,6422PB,Heerlen,,6.005380300000001,50.848385400000005
Beitel,78,6422PB,Heerlen,,6.0050812,50.8481928
Eisterweg,8,6422PN,Heerlen,,5.995246900000001,50.850769500000006
Hondsrug,8,6422PV,Heerlen,,5.9861886,50.847898400000005
Koperslager,8,6422PR,Heerlen,,6.0051209000000005,50.8425567
Sourethweg,8,6422PC,Heerlen,,5.987844600000001,50.8481674
Beitel,80,6422PB,Heerlen,,6.0042824,50.8480866
Beitel,80-BG01,,Heerlen,,6.0047717,50.8473898
Beitel,80-BG02,,Heerlen,,6.003659900000001,50.8471082
A76,9,6422PW,Heerlen,,6.0205307,50.823812200000006
Heliumstraat,9,6422PK,Heerlen,,6.009534700000001,50.8442055
Koperslager,9,6422PR,Heerlen,,6.0048506,50.8422744
Oude Roderweg,9,6422PE,Heerlen,,5.998892000000001,50.854341000000005
Beitel,90,6422PB,Heerlen,,6.003039200000001,50.845275900000004
Sourethweg,9A,6422PC,Heerlen,,5.9926366,50.8476086
Ridderweg,8,6418PJ,Heerlen,,6.000563100000001,50.8661028
Ruth Firststraat,8,6418PM,Heerlen,,5.994285400000001,50.869831700000006
Albert Luthulistraat,1,6418PN,Heerlen,,5.994176100000001,50.8690306
